Index,Type,Weight,Price
0,Fish,4.894773119520152,19.530144746885405
1,Fish,5.642616403342281,22.5140394493357
2,Scallop,5.973013792363367,179.13068363297737
3,Fish,5.406365975821064,21.571400243526046
4,Fish,3.6463184542113733,14.54881063230338
5,Shrimp,5.41548901092548,70.34720225192198
6,Scallop,3.6702243660296427,110.07002873722898
7,Fish,5.199905560608228,20.74762318682683
8,Shrimp,3.5806322920652143,46.51241347392713
9,Crab,5.294908307549949,95.25540045282357
10,Fish,4.305855696800349,17.180364230233394
11,Shrimp,5.111844015535336,66.40285376180402
12,Scallop,5.8113117352808885,174.28123894107384
13,Fish,5.557923019573826,22.176112848099567
14,Fish,2.8401534331331253,11.332212198201171
15,Scallop,3.5357041710995256,106.03576809127476
16,Shrimp,5.407558655371068,70.24418693327019
17,Crab,1.4481785924096777,26.0527328774501
18,Fish,2.1686826311750926,8.65304369838862
19,Shrimp,1.323109513721282,17.187192583239455
20,Shrimp,1.744326982540885,22.658807503206095
21,Shrimp,1.3811645708578033,17.941327775442865
22,Fish,4.001861215631711,15.967426250370526
23,Fish,5.333521143237813,21.280749361518875
24,Crab,1.8246020902224593,32.82459160310204
25,Fish,5.718102506516267,22.815229000999906
26,Fish,4.70510174575803,18.77335596557454
27,Scallop,2.971300744619406,89.10930933113598
28,Crab,2.5811967261084066,46.43572910269023
29,Shrimp,4.166423313417779,54.12183884129695
30,Fish,3.9184759768076285,15.63471914746244
31,Fish,5.384033870373785,21.482295142791404
32,Crab,3.331406117883899,59.931996060731336
33,Fish,4.53216454683791,18.083336541883263
34,Shrimp,1.4021750688395886,18.214254144226256
35,Fish,5.144719321640336,20.527430093344943
36,Shrimp,4.642950798175942,60.31193086830549
37,Scallop,2.766734521915972,82.97436831225998
38,Shrimp,2.622489655796382,34.066140628795004
39,Fish,3.915893123600877,15.6244135631675
40,Shrimp,4.742015991356865,61.59878772772568
41,Crab,5.155054064153234,92.73942261411666
42,Shrimp,2.025443144309843,26.31050644458486
43,Crab,3.83214932222492,68.9403663068263
44,Fish,2.793908260237041,11.147693958345794
45,Fish,3.8311551020408947,15.28630885714317
46,Fish,4.961297473780187,19.795576920382945
47,Fish,2.909345356007994,11.608287970471896
48,Fish,3.3758029642439404,13.469453827333323
49,Fish,3.187337647616822,12.71747721399112
50,Fish,5.5895181424601725,22.30217738841609
51,Fish,3.4489259522793168,13.761214549594474
52,Shrimp,2.8730514013645188,37.3209377037251
53,Crab,5.879787113568283,105.7773701730934
54,Scallop,1.3739097640471467,41.20355382377393
55,Fish,2.1435176535451044,8.552635437644966
56,Shrimp,3.421204074666604,44.44144092991919
57,Shrimp,5.10232358084159,66.27918331513226
58,Fish,5.581867058718819,22.27164956428809
59,Shrimp,1.8788789784502549,24.40663793006881
60,Scallop,4.112833849116807,123.34388713501305
61,Fish,1.285261801588138,5.1281945883366715
62,Fish,2.437256195770065,9.724652221122561
63,Fish,1.2754309139311668,5.088969346585356
64,Fish,3.1408242551679297,12.53188877812004
65,Fish,3.922158903679758,15.649414025682235
66,Shrimp,5.6974445413990775,74.00980459277402
67,Fish,1.0123438081151894,4.039251794379606
68,Shrimp,5.179305777347265,67.27918204774097
69,Fish,2.4868261303821555,9.922436260224801
70,Fish,2.682420384146442,10.702857332744303
71,Scallop,3.3552505844398555,100.62396502735126
72,Fish,4.853051877282231,19.3636769903561
73,Fish,2.389086066472939,9.532453405227027
74,Fish,2.475625294380298,9.877744924577389
75,Shrimp,1.9762546019187717,25.671547278924844
76,Fish,2.530911725719343,10.09833778562018
77,Shrimp,5.252429612732442,68.22906066939443
78,Fish,3.7368014892203263,14.909837941989103
79,Fish,4.757482152922075,18.98235379015908
80,Fish,5.73568893461129,22.88539884909905
81,Crab,5.961420117857964,107.24594792026475
82,Crab,4.458422594045608,80.20702246688047
83,Fish,3.4369051386773632,13.713251503322681
84,Shrimp,2.200545267225385,28.585083021257752
85,Fish,2.5122211328868778,10.023762320218642
86,Fish,4.99761958939703,19.940502161694152
87,Scallop,1.551761399851085,46.53732438153404
88,Crab,5.451199070287423,98.06707127447073
89,Shrimp,2.656186737095657,34.50386571487258
90,Scallop,1.8102714804864242,54.29004169978786
91,Scallop,3.5092814862766617,105.24335177343708
92,Fish,5.85642073177188,23.367118719769802
93,Shrimp,2.2136172317329956,28.754887840211612
94,Fish,1.7853407981042166,7.123509784435825
95,Fish,2.849586868260991,11.369851604361354
96,Shrimp,4.3910292225226915,57.03946960056976
97,Fish,3.171497159688564,12.654273667157371
98,Crab,5.754691976621879,103.52690865942759
99,Fish,5.928942123291539,23.65647907193324
100,Fish,4.092049588254191,16.327277857134224
101,Crab,1.7936164156129561,32.26715931687708
102,Shrimp,1.2625149742047035,16.4000695149191
103,Fish,2.644784779966712,10.552691272067182
104,Fish,3.9780596977217773,15.872458193909893
105,Crab,2.851616676876387,51.300584017006194
106,Fish,3.6919380471566488,14.730832808155029
107,Shrimp,4.233241310596146,54.98980462464393
108,Shrimp,4.334083881185729,56.299749616602625
109,Fish,5.2282908077711205,20.86088032300677
110,Shrimp,5.334181761216045,69.29102107819642
111,Shrimp,3.1156956727566802,40.472886789109275
112,Fish,2.9515922230932956,11.77685297014225
113,Shrimp,1.9063192717516,24.763087340053286
114,Shrimp,3.464275450207955,45.00093809820134
115,Shrimp,3.758261645816538,48.81981877915683
116,Fish,2.5390166007824435,10.13067623712195
117,Scallop,1.2023899384008505,36.05967425264151
118,Fish,2.2704147180400964,9.058954724979985
119,Shrimp,4.27601275120058,55.54540563809553
120,Fish,5.888384282419166,23.494653286852472
121,Fish,1.8634991232123046,7.435361501617096
122,Fish,3.931823757564094,15.687976792680736
123,Fish,5.286141920613343,21.09170626324724
124,Fish,1.9757071002823197,7.883071330126456
125,Fish,2.7437570883503604,10.947590782517938
126,Scallop,4.909738474752415,147.2430568578249
127,Crab,2.2489013951429278,40.45773609862127
128,Scallop,2.3860920500106704,71.55890057982
129,Shrimp,4.520147523617435,58.71671633179049
130,Shrimp,3.811933225504351,49.51701259930152
131,Fish,1.1745568649856744,4.686481891292841
132,Fish,3.8604229987602054,15.40308776505322
133,Shrimp,4.687758199564081,60.89397901233742
134,Shrimp,3.014066435756114,39.15272300047192
135,Fish,1.2954722556747975,5.168934300142443
136,Shrimp,2.352082631045503,30.553553377281087
137,Scallop,4.661682888402861,139.8038698232018
138,Fish,1.6188586274064094,6.459245923351574
139,Shrimp,4.7659261040597345,61.909380091735954
140,Fish,3.4245688525933784,13.66402972184758
141,Crab,5.576187787679667,100.3156183003572
142,Shrimp,5.651471104121908,73.41260964254359
143,Fish,3.053875456558238,12.18496307166737
144,Fish,4.700932129958304,18.75671919853363
145,Fish,4.543255844135508,18.12759081810068
146,Fish,1.5180310438246734,6.056943864860447
147,Scallop,1.8084987340151644,54.23687703311478
148,Scallop,1.152498420933394,34.56342764379248
149,Fish,5.053119461839471,20.16194665273949
150,Crab,1.3825141996052173,24.871430450897858
151,Fish,5.239231205767301,20.90453251101153
152,Fish,3.46802432668105,13.83741706345739
153,Crab,1.56903475605038,28.22693526134633
154,Scallop,2.980516137434214,89.38567896165208
155,Shrimp,3.524782187786866,45.78692061935139
156,Fish,2.427782037079568,9.686850327947477
157,Shrimp,1.4969300197243705,19.445120956219572
158,Fish,4.5190264084200695,18.030915369596077
159,Crab,1.3173041878500844,23.698302339423016
160,Crab,1.894515650594554,34.082336554196026
161,Crab,5.7666084539508855,103.74128608657642
162,Fish,1.288288834606691,5.1402724500806976
163,Crab,4.834851610344034,86.97898047008917
164,Shrimp,4.671029836028392,60.67667757000881
165,Shrimp,2.5232299958579136,32.7767576461943
166,Shrimp,4.811140635154363,62.496716850655176
167,Scallop,2.396276629078625,71.86433610606797
168,Fish,1.4305389078078636,5.707850242153376
169,Scallop,5.533526061746605,165.9504465917807
170,Shrimp,1.1997411732605707,15.584637840654814
171,Shrimp,3.0829001970799856,40.04687356006902
172,Fish,4.2408456184306225,16.920974017538185
173,Scallop,3.1076962406257467,93.19981025636613
174,Shrimp,5.599049069312938,72.73164741037507
175,Fish,2.7811698572109043,11.096867730271509
176,Shrimp,3.8388627339177996,49.86682691359222
177,Fish,3.7316283583254064,14.889197149718372
178,Shrimp,2.437380106612042,31.661567584890424
179,Fish,2.4249562954325405,9.675575618775838
180,Fish,5.901714712984272,23.547841704807247
181,Shrimp,2.410805491298108,31.31636333196242
182,Crab,1.740364290177321,31.309153580290005
183,Shrimp,1.3044089748331058,16.944272583082046
184,Scallop,5.660330896655282,169.75332359069188
185,Crab,1.5222053334674785,27.384473949079936
186,Shrimp,3.105962443324608,40.34645213878666
187,Fish,1.8140182302525167,7.237932738707542
188,Fish,5.538604435311944,22.09903169689466
189,Fish,5.938227163816452,23.693526383627646
190,Fish,3.4921327661234045,13.933609736832384
191,Fish,1.683720004186561,6.718042816704378
192,Fish,5.225254275655469,20.848764559865323
193,Scallop,4.371149120275041,131.09076211704848
194,Scallop,5.689349566402207,170.62359349640218
195,Fish,5.265924757242267,21.011039781396647
196,Shrimp,2.017782698009526,26.210997247143744
197,Shrimp,4.441143976837287,57.69046025911636
198,Shrimp,5.9884607060911925,77.79010457212459
199,Fish,1.7649968203678614,7.042337313267767
200,Crab,3.1615307444414604,56.87593809250187
201,Fish,3.4081535050848544,13.598532485288569
202,Fish,4.90815814450885,19.58355099659031
203,Fish,1.80510096352483,7.202352844464072
204,Shrimp,1.656837290176835,21.522316399397084
205,Fish,4.950021353302968,19.75058519967884
206,Shrimp,1.0103776478610562,13.12480564571512
207,Shrimp,3.5829672046083574,46.542743987862565
208,Fish,2.9606198022379155,11.812873010929284
209,Shrimp,5.797645058387988,75.31140930845997
210,Shrimp,2.4478185624674156,31.79716312645173
211,Shrimp,4.173889689060401,54.218827060894604
212,Shrimp,3.6741041232563614,47.72661256110013
213,Fish,2.543361169715576,10.148011067165148
214,Fish,3.3939753421071885,13.541961615007683
215,Fish,3.71643429783833,14.828572848374938
216,Fish,3.6165998739490104,14.430233497056552
217,Fish,4.971512051048398,19.836333083683108
218,Fish,5.387943365513054,21.497894028397088
219,Fish,5.042496764671426,20.11956209103899
220,Shrimp,2.2386903881519022,29.08058814209321
221,Fish,3.879725964270699,15.48010659744009
222,Crab,3.666026384992355,65.95181466601245
223,Scallop,1.4275658054686589,42.81269850600508
224,Fish,1.6513888762129028,6.5890416160894825
225,Shrimp,5.484832275599648,71.24797126003942
226,Shrimp,3.078947077941919,39.99552254246553
227,Fish,2.078653567073284,8.293827732622404
228,Fish,5.337003690532011,21.294644725222724
229,Shrimp,5.1668343352576915,67.11717801499742
230,Shrimp,1.3331980110082804,17.318242162997564
231,Fish,5.556146709139495,22.169025369466585
232,Scallop,4.980808391028237,149.3744436469368
233,Crab,2.8856810399341253,51.91340190841491
234,Fish,1.2206482582544422,4.870386550435224
235,Shrimp,3.8269141010942196,49.71161417321391
236,Shrimp,2.610176414879324,33.90619162928242
237,Fish,3.1057812561486933,12.392067212033286
238,Scallop,4.681643775311198,140.40249682158282
239,Scallop,5.089907493520881,152.64632573069122
240,Shrimp,1.0615249290306656,13.789208828108347
241,Fish,1.3387362965883534,5.3415578233875305
242,Shrimp,2.0001208644539035,25.981570029256208
243,Shrimp,1.9070798015581982,24.772966622240997
244,Fish,3.5989992567149662,14.360007034292716
245,Shrimp,2.431446732008612,31.584493048791874
246,Shrimp,2.9681664179302585,38.55648176891406
247,Scallop,2.750986835436113,82.50209519472902
248,Fish,1.5880038317305543,6.336135288604912
249,Fish,5.809778609752813,23.181016652913726
250,Shrimp,5.342356398719695,69.39720961936884
251,Fish,1.5695633110241072,6.262557610986188
252,Shrimp,4.458956879617072,57.92184986622577
253,Crab,2.971914129600574,53.46473519151433
254,Fish,5.502312049453766,21.95422507732053
255,Shrimp,5.826278995621362,75.68336415312149
256,Shrimp,5.681459226663078,73.80215535435339
257,Scallop,1.4043172672047823,42.11547484347142
258,Scallop,3.6173318812499464,108.48378311868589
259,Crab,2.1425705323397706,38.54484387679247
260,Fish,5.177682536926566,20.658953322337002
261,Shrimp,2.6702274189753155,34.68625417248935
262,Fish,4.3306690943581385,17.279369686488973
263,Fish,3.82586617995527,15.265206058021528
264,Scallop,3.029391044034602,90.85143741059771
265,Shrimp,4.958456590287662,64.41035110783673
266,Shrimp,5.530870318628927,71.84600543898976
267,Fish,1.3718067704413763,5.473509014061092
268,Fish,5.64062693314658,22.506101463254854
269,Shrimp,5.751072530267696,74.70643216817737
270,Crab,3.0403079307519305,54.69513967422723
271,Crab,3.3789275371370504,60.786906393095535
272,Crab,2.7946453743559116,50.275670284662844
273,Shrimp,3.2037491268982645,41.61670115840845
274,Fish,4.404221563464858,17.572844038224783
275,Scallop,3.0879746692083363,92.608360329558
276,Fish,2.5479625834484008,10.16637070795912
277,Crab,2.1729796554712206,39.091904001927254
278,Fish,3.5977147599209176,14.354881892084462
279,Fish,2.0704645072513372,8.261153383932836
280,Fish,3.3170405650392425,13.234991854506578
281,Scallop,2.7701658987699136,83.0772753041097
282,Shrimp,1.6185743371421748,21.02528063947685
283,Fish,1.0406606559436251,4.152236017215064
284,Shrimp,5.186721516134755,67.37551249459047
285,Fish,5.683396082489833,22.676750369134435
286,Fish,1.1327321421058825,4.519601247002472
